	C	CTT	CRTT	CD	DC	DTT	DRTT	DD
46	0,090713954	0,110301568	0,107372794	0,130464445	0,116150727	0,141042458	0,137321298	0,166632756
47	0,090275833	0,110274583	0,107239158	0,130900255	0,115669258	0,141101553	0,137242128	0,167297232
48	0,089852606	0,110263717	0,107120994	0,131356802	0,115174684	0,141142785	0,137145167	0,167943246
49	0,089444167	0,110268971	0,107018384	0,131834339	0,114667189	0,14116601	0,137030486	0,168570456
50	0,089050393	0,110290327	0,106931386	0,132333093	0,11414697	0,141171104	0,13689818	0,169178546
51	0,088671145	0,110327739	0,106860038	0,132853267	0,113614247	0,14115797	0,136748368	0,169767225
52	0,088306263	0,11038114	0,106804355	0,133395035	0,113069253	0,141126534	0,136581192	0,170336229
53	0,087955571	0,11045044	0,106764327	0,133958543	0,11251224	0,141076744	0,136396816	0,170885317
54	0,087618877	0,110535524	0,106739925	0,134543912	0,111943478	0,141008576	0,136195428	0,171414281
55	0,087295971	0,110636254	0,106731095	0,135151232	0,11136325	0,140922028	0,135977237	0,171922935
56	0,086986627	0,110752468	0,106737761	0,135780564	0,110771856	0,140817124	0,135742473	0,172411127
57	0,086690603	0,110883982	0,106759826	0,13643194	0,110169612	0,140693916	0,135491391	0,17287873
58	0,086407643	0,111030588	0,10679717	0,137105364	0,109556846	0,140552476	0,135224263	0,173325651
59	0,086137475	0,111192053	0,106849652	0,137800807	0,108933902	0,140392906	0,134941382	0,173751823
60	0,085879814	0,111368125	0,106917108	0,138518212	0,108301134	0,140215331	0,134643063	0,174157213
61	0,085634359	0,111558527	0,106999356	0,139257489	0,107658912	0,140019901	0,134329638	0,174541817
62	0,085400799	0,111762961	0,10709619	0,140018521	0,107007613	0,139806794	0,134001458	0,174905663
63	0,085178809	0,111981105	0,107207385	0,140801158	0,10634763	0,13957621	0,133658894	0,17524881
64	0,084968051	0,11221262	0,107332697	0,14160522	0,105679361	0,139328373	0,133302329	0,175571349
65	0,084768178	0,112457143	0,107471862	0,142430495	0,105003217	0,139063535	0,132932168	0,175873401
66	0,084578832	0,112714292	0,107624596	0,143276745	0,104319615	0,138781968	0,132548829	0,176155122
67	0,084399645	0,112983667	0,107790599	0,144143698	0,103628982	0,13848397	0,132152745	0,176416694
68	0,08423024	0,113264847	0,107969552	0,145031053	0,10293175	0,13816986	0,131744362	0,176658336
69	0,084070231	0,113557394	0,10816112	0,145938482	0,102228358	0,137839981	0,131324141	0,176880293
70	0,083919226	0,113860854	0,108364949	0,146865626	0,10151925	0,137494697	0,130892554	0,177082843
71	0,083776826	0,114174755	0,108580674	0,147812099	0,100804874	0,137134392	0,130450086	0,177266294
72	0,083642624	0,114498611	0,108807911	0,148777488	0,100085682	0,136759472	0,129997231	0,177430982
73	0,08351621	0,11483192	0,109046265	0,14976135	0,09936213	0,13637036	0,129534492	0,177577274
74	0,083397169	0,115174168	0,109295325	0,150763221	0,098634672	0,135967499	0,129062382	0,177705563
75	0,083285082	0,115524829	0,10955467	0,151782606	0,097903768	0,13555135	0,128581422	0,177816273
76	0,083179528	0,115883362	0,109823866	0,15281899	0,097169875	0,13512239	0,128092138	0,17790985
77	0,083080083	0,116249219	0,110102468	0,153871834	0,09643345	0,134681111	0,127595064	0,177986771
78	0,082986322	0,116621843	0,110390022	0,154940574	0,09569495	0,134228019	0,127090736	0,178047534
79	0,082897818	0,117000665	0,110686066	0,156024626	0,094954829	0,133763636	0,126579698	0,178092663
80	0,082814148	0,117385112	0,110990126	0,157123387	0,094213536	0,133288494	0,126062493	0,178122704
81	0,082734886	0,117774604	0,111301725	0,158236233	0,093471521	0,132803137	0,125539668	0,178138226
82	0,08265961	0,118168557	0,111620377	0,159362523	0,092729226	0,132308119	0,125011771	0,178139817
83	0,0825879	0,118566381	0,111945592	0,160501598	0,091987089	0,131804004	0,124479351	0,178128085
84	0,082519337	0,118967485	0,112276874	0,161652786	0,091245543	0,131291362	0,123942955	0,178103659
85	0,08245351	0,119371277	0,112613723	0,162815397	0,090505013	0,13077077	0,123403129	0,178067182
86	0,082390008	0,119777163	0,112955639	0,163988731	0,089765919	0,130242812	0,122860417	0,178019313
87	0,082328428	0,12018455	0,113302116	0,165172074	0,089028672	0,129708074	0,12231536	0,177960726
88	0,082268371	0,120592847	0,11365265	0,166364705	0,088293675	0,129167146	0,121768495	0,177892111
89	0,082209445	0,121001467	0,114006735	0,167565889	0,087561325	0,128620621	0,121220353	0,177814166
90	0,082151265	0,121409824	0,114363866	0,168774886	0,086832005	0,128069092	0,120671463	0,177727601
91	0,082093452	0,121817339	0,114723537	0,16999095	0,086106093	0,127513151	0,120122343	0,177633136
92	0,082035635	0,122223438	0,115085248	0,171213327	0,085383954	0,126953389	0,119573509	0,177531499
93	0,081977453	0,122627553	0,115448499	0,172441262	0,084665945	0,126390397	0,119025468	0,177423424
94	0,081918551	0,123029126	0,115812792	0,173673995	0,08395241	0,125824758	0,118478716	0,177309651
95	0,081858585	0,123427604	0,116177637	0,174910764	0,083243684	0,125257055	0,117933746	0,177190926
96	0,081797218	0,123822445	0,116542544	0,176150809	0,08254009	0,124687863	0,117391037	0,177067994
97	0,081734125	0,124213118	0,116907032	0,177393367	0,081841939	0,124117752	0,116851061	0,176941607
98	0,081668989	0,1245991	0,117270623	0,17863768	0,081149531	0,123547285	0,11631428	0,176812513
99	0,081601504	0,12497988	0,117632847	0,179882991	0,080463153	0,122977017	0,115781144	0,176681463
100	0,081531374	0,125354962	0,11799324	0,181128547	0,079783082	0,122407495	0,115252095	0,176549206
101	0,081458315	0,125723858	0,118351345	0,182373601	0,079109581	0,121839254	0,114727561	0,176416486
102	0,08138205	0,126086095	0,118706713	0,183617409	0,078442902	0,121272823	0,11420796	0,176284048
103	0,081302317	0,126441214	0,119058904	0,184859236	0,077783284	0,120708718	0,113693699	0,176152628
104	0,081218861	0,126788769	0,119407485	0,186098355	0,077130955	0,120147444	0,113185171	0,176022961
105	0,08113144	0,127128329	0,119752031	0,187334043	0,076486129	0,119589496	0,11268276	0,175895772
106	0,081039823	0,127459475	0,120092129	0,188565592	0,07584901	0,119035355	0,112186834	0,175771783
107	0,08094379	0,127781807	0,120427371	0,189792297	0,075219787	0,11848549	0,111697752	0,175651705
108	0,080843129	0,128094937	0,120757363	0,191013469	0,074598641	0,117940359	0,111215859	0,175536243
109	0,080737644	0,128398492	0,121081717	0,192228427	0,073985738	0,117400404	0,110741487	0,175426091
110	0,080627144	0,128692116	0,121400056	0,1934365	0,073381233	0,116866057	0,110274958	0,175321936
111	0,080511453	0,128975467	0,121712014	0,194637033	0,072785271	0,116337732	0,109816577	0,175224453
112	0,080390403	0,129248219	0,122017234	0,195829378	0,072197984	0,115815833	0,109366641	0,175134308
113	0,080263838	0,129510063	0,122315369	0,197012905	0,071619492	0,115300748	0,108925432	0,175052153
114	0,080131611	0,129760702	0,122606083	0,198186992	0,071049907	0,114792852	0,108493221	0,174978632
115	0,079993586	0,129999857	0,122889049	0,199351034	0,070489328	0,114292506	0,108070264	0,174914376
116	0,079849637	0,130227264	0,123163951	0,200504438	0,069937844	0,113800055	0,107656807	0,174860003
117	0,079699646	0,130442675	0,123430484	0,201646625	0,069395535	0,113315832	0,107253083	0,17481612
118	0,079543508	0,130645854	0,123688351	0,20277703	0,068862468	0,112840155	0,106859315	0,17478332
119	0,079381123	0,130836583	0,123937267	0,203895101	0,068338704	0,112373328	0,10647571	0,174762184
120	0,079212404	0,131014657	0,124176957	0,205000302	0,067824291	0,111915641	0,106102467	0,174753281
121	0,07903727	0,131179887	0,124407155	0,206092112	0,067319271	0,11146737	0,105739771	0,174757164
122	0,07885565	0,131332097	0,124627607	0,20717002	0,066823674	0,111028778	0,105387797	0,174774376
123	0,078667482	0,131471126	0,124838065	0,208233535	0,066337524	0,110600114	0,105046708	0,174805445
124	0,078472712	0,131596826	0,125038295	0,209282177	0,065860835	0,110181612	0,104716657	0,174850886
125	0,078271293	0,131709064	0,125228071	0,210315481	0,065393612	0,109773496	0,104397784	0,1749112
126	0,078063186	0,131807718	0,125407176	0,211332998	0,064935856	0,109375973	0,10409022	0,174986874
127	0,07784836	0,131892681	0,125575402	0,212334291	0,064487555	0,108989242	0,103794085	0,175078385
128	0,077626792	0,131963857	0,125732553	0,213318938	0,064048695	0,108613485	0,103509488	0,175186192
129	0,077398464	0,132021166	0,12587844	0,214286534	0,06361925	0,108248873	0,103236529	0,175310744
130	0,077163368	0,132064535	0,126012883	0,215236685	0,063199191	0,107895566	0,102975298	0,175452474
131	0,0769215	0,132093908	0,126135712	0,216169012	0,06278848	0,107553712	0,102725873	0,175611804
132	0,076672864	0,132109236	0,126246765	0,217083151	0,062387074	0,107223444	0,102488324	0,175789141
133	0,076417468	0,132110486	0,126345891	0,217978752	0,061994922	0,106904888	0,102262713	0,175984879
134	0,076155329	0,132097632	0,126432945	0,218855477	0,061611971	0,106598156	0,10204909	0,1761994
135	0,075886468	0,13207066	0,126507791	0,219713005	0,061238158	0,10630335	0,101847496	0,176433071
136	0,075610913	0,132029569	0,126570304	0,220551026	0,060873416	0,106020561	0,101657965	0,176686248
137	0,075328695	0,131974364	0,126620364	0,221369245	0,060517674	0,105749868	0,101480519	0,176959271
138	0,075039853	0,131905064	0,126657861	0,222167382	0,060170854	0,105491342	0,101315175	0,177252469
139	0,07474443	0,131821695	0,126682695	0,222945169	0,059832875	0,105245042	0,101161938	0,177566157
140	0,074442475	0,131724293	0,12669477	0,223702351	0,059503649	0,105011019	0,101020805	0,177900638
141	0,074134039	0,131612904	0,126694002	0,224438689	0,059183086	0,104789312	0,100891766	0,178256201
142	0,073819181	0,131487584	0,126680315	0,225153956	0,05887109	0,104579952	0,100774801	0,178633122
143	0,073497963	0,131348395	0,126653637	0,22584794	0,058567559	0,104382959	0,100669882	0,179031664
144	0,073170451	0,131195411	0,12661391	0,226520441	0,058272392	0,104198345	0,100576973	0,179452077
145	0,072836717	0,131028712	0,126561079	0,227171274	0,057985478	0,104026113	0,10049603	0,179894596
146	0,072496836	0,130848388	0,1264951	0,227800268	0,057706707	0,103866257	0,100426999	0,180359446
147	0,072150886	0,130654536	0,126415936	0,228407264	0,057435961	0,10371876	0,10036982	0,180846836
148	0,071798952	0,130447261	0,126323559	0,22899212	0,057173123	0,1035836	0,100324423	0,181356961
149	0,071441121	0,130226678	0,126217949	0,229554706	0,056918068	0,103460743	0,10029073	0,181890004
150	0,071077483	0,129992907	0,126099093	0,230094907	0,056670671	0,103350149	0,100268656	0,182446134
151	0,070708134	0,129746078	0,125966988	0,230612622	0,056430801	0,103251767	0,100258107	0,183025504
152	0,070333172	0,129486327	0,125821637	0,231107765	0,056198324	0,103165541	0,100258979	0,183628255
153	0,069952699	0,129213798	0,125663054	0,231580266	0,055973105	0,103091402	0,100271163	0,184254512
154	0,069566823	0,128928643	0,125491261	0,232030068	0,055755004	0,103029277	0,100294538	0,184904386
155	0,069175651	0,128631021	0,125306288	0,232457131	0,055543877	0,102979083	0,100328978	0,185577972
156	0,068779297	0,128321099	0,125108173	0,232861429	0,055339579	0,102940729	0,100374344	0,18627535
157	0,068377877	0,127999051	0,124896963	0,233242954	0,05514196	0,102914115	0,100430493	0,186996586
158	0,067971512	0,127665056	0,124672717	0,233601714	0,054950869	0,102899134	0,100497271	0,187741726
159	0,067560324	0,127319305	0,124435499	0,23393773	0,054766151	0,102895671	0,100574515	0,188510805
160	0,067144441	0,126961993	0,124185385	0,234251046	0,054587647	0,1029036	0,100662053	0,189303836
161	0,066723992	0,126593322	0,123922458	0,234541718	0,054415198	0,10292279	0,100759705	0,190120818
162	0,066299111	0,126213503	0,123646814	0,234809822	0,054248638	0,1029531	0,100867281	0,190961732
163	0,065869935	0,125822753	0,123358555	0,235055452	0,054087802	0,102994382	0,100984582	0,19182654
164	0,065436604	0,125421298	0,123057795	0,235278721	0,05393252	0,103046477	0,1011114	0,192715186
165	0,064999261	0,125009369	0,122744658	0,235479759	0,05378262	0,103109221	0,101247518	0,193627595
166	0,064558052	0,124587207	0,122419277	0,235658717	0,053637927	0,103182438	0,101392708	0,194563673
167	0,064113129	0,124155058	0,122081796	0,235815767	0,053498265	0,103265947	0,101546732	0,195523306
168	0,063664643	0,123713177	0,12173237	0,235951098	0,053363451	0,103359556	0,101709346	0,196506359
169	0,063212752	0,123261825	0,121371164	0,236064923	0,053233304	0,103463064	0,101880292	0,197512677
170	0,062757615	0,122801273	0,120998353	0,236157473	0,053107638	0,103576263	0,102059303	0,198542082
171	0,062299394	0,122331797	0,120614125	0,236229004	0,052986265	0,103698934	0,102246105	0,199594375
172	0,061838256	0,121853681	0,120218678	0,236279793	0,052868994	0,103830853	0,102440409	0,200669335
173	0,06137437	0,121367217	0,119812221	0,236310138	0,052755632	0,103971782	0,102641921	0,201766718
174	0,060907908	0,120872706	0,119394973	0,236320361	0,052645984	0,104121478	0,102850334	0,202886255
175	0,060439044	0,120370454	0,118967168	0,23631081	0,052539852	0,104279687	0,103065331	0,204027655
176	0,059967957	0,119860775	0,118529047	0,236281854	0,052437036	0,104446146	0,103286585	0,2051906
177	0,059494828	0,119343993	0,118080867	0,236233886	0,052337332	0,104620584	0,10351376	0,206374749
178	0,059019841	0,118820437	0,117622893	0,236167327	0,052240538	0,104802719	0,103746509	0,207579735
179	0,058543182	0,118290445	0,117155404	0,23608262	0,052146446	0,104992261	0,103984475	0,208805166
180	0,058065041	0,11775436	0,11667869	0,235980235	0,052054849	0,105188912	0,104227292	0,21005062
181	0,057585609	0,117212536	0,116193052	0,235860668	0,051965535	0,105392363	0,104474583	0,211315654
182	0,057105081	0,116665332	0,115698804	0,235724441	0,051878293	0,105602295	0,104725961	0,212599792
183	0,056623654	0,116113115	0,115196271	0,235572101	0,05179291	0,105818383	0,104981032	0,213902534
184	0,056141527	0,115556258	0,114685789	0,235404223	0,051709171	0,106040291	0,105239389	0,215223352
185	0,055658901	0,114995142	0,114167705	0,235221409	0,05162686	0,106267673	0,10550062	0,216561689
186	0,055175979	0,114430155	0,11364238	0,235024287	0,05154576	0,106500176	0,105764302	0,21791696
187	0,054692967	0,113861692	0,113110184	0,234813513	0,051465653	0,106737438	0,106030003	0,219288551
188	0,05421007	0,113290153	0,112571498	0,234589768	0,05138632	0,106979087	0,106297283	0,220675821
189	0,053727498	0,112715944	0,112026713	0,234353762	0,051307543	0,107224745	0,106565696	0,222078099
190	0,05324546	0,11213948	0,111476234	0,234106232	0,051229101	0,107474022	0,106834787	0,223494686
191	0,052764166	0,111561177	0,110920472	0,233847939	0,051150776	0,107726522	0,107104094	0,224924854
192	0,052283828	0,110981462	0,110359849	0,233579673	0,051072348	0,107981843	0,107373149	0,226367847
193	0,051804658	0,110400762	0,109794799	0,23330225	0,050993599	0,108239573	0,107641479	0,22782288
194	0,05132687	0,109819511	0,109225761	0,23301651	0,050914311	0,108499292	0,107908604	0,229289141
195	0,050850675	0,109238148	0,108653186	0,232723319	0,050834266	0,108760576	0,10817404	0,230765791
196	0,050376286	0,108657114	0,108077531	0,232423569	0,05075325	0,109022991	0,108437298	0,232251961
197	0,049903917	0,108076856	0,107499261	0,232118175	0,050671048	0,109286099	0,108697887	0,233746757
198	0,049433778	0,107497821	0,10691885	0,231808075	0,050587448	0,109549456	0,108955312	0,235249261
199	0,048966081	0,106920461	0,106336775	0,23149423	0,05050224	0,109812611	0,109209077	0,236758525
200	0,048501036	0,106345228	0,105753522	0,231177624	0,050415217	0,110075109	0,109458684	0,23827358
201	0,048038849	0,105772578	0,105169579	0,230859259	0,050326175	0,110336492	0,109703634	0,239793433
202	0,047579729	0,105202965	0,104585442	0,23054016	0,050234912	0,110596296	0,109943431	0,241317065
203	0,047123878	0,104636846	0,104001608	0,230221368	0,050141231	0,110854055	0,110177576	0,242843438
204	0,046671499	0,104074675	0,103418578	0,229903942	0,050044938	0,111109298	0,110405577	0,244371493
205	0,046222791	0,103516906	0,102836855	0,229588957	0,049945844	0,111361555	0,110626942	0,24590015
206	0,045777949	0,102963993	0,102256942	0,229277504	0,049843764	0,111610352	0,110841183	0,247428312
207	0,045337166	0,102416386	0,101679345	0,228970686	0,049738518	0,111855215	0,11104782	0,248954865
208	0,044900629	0,10187453	0,101104568	0,228669616	0,049629932	0,11209567	0,111246374	0,250478679
209	0,044468524	0,101338871	0,100533113	0,228375421	0,049517838	0,112331244	0,111436379	0,251998611
210	0,04404103	0,100809846	0,099965482	0,228089231	0,049402071	0,112561463	0,111617371	0,253513505
211	0,043618321	0,100287889	0,099402171	0,227812187	0,049282477	0,112785858	0,111788901	0,255022195
212	0,043200569	0,099773427	0,098843675	0,227545431	0,049158906	0,113003961	0,111950524	0,256523506
213	0,042787936	0,099266881	0,098290481	0,227290111	0,049031215	0,113215307	0,112101811	0,258016257
214	0,042380582	0,098768663	0,097743073	0,227047372	0,048899268	0,113419439	0,112242343	0,259499261
215	0,041978659	0,098279177	0,097201924	0,226818359	0,048762939	0,1136159	0,112371713	0,26097133
216	0,041582312	0,097798818	0,096667503	0,226604215	0,048622107	0,113804243	0,11248953	0,262431272
217	0,041191682	0,097327971	0,096140269	0,226406074	0,048476661	0,113984027	0,112595416	0,2638779
218	0,040806899	0,096867011	0,09562067	0,226225066	0,048326499	0,114154817	0,112689011	0,265310029
219	0,04042809	0,096416299	0,095109143	0,226062306	0,048171525	0,114316189	0,112769969	0,266726478
220	0,040055371	0,095976186	0,094606117	0,225918901	0,048011655	0,114467727	0,112837965	0,268126078
221	0,039688853	0,095547009	0,094112003	0,225795941	0,047846813	0,114609025	0,112892689	0,269507667
222	0,039328637	0,095129089	0,093627204	0,225694499	0,047676931	0,11473969	0,112933852	0,270870097
223	0,038974817	0,094722737	0,093152105	0,225615628	0,047501953	0,11485934	0,112961186	0,272212235
224	0,038627477	0,094328243	0,092687076	0,225560363	0,04732183	0,114967604	0,112974442	0,273532965
225	0,038286695	0,093945886	0,092232475	0,22552971	0,047136524	0,115064127	0,112973393	0,27483119
226	0,037952538	0,093575925	0,091788638	0,225524652	0,046946007	0,115148568	0,112957833	0,276105839
227	0,037625066	0,093218603	0,091355887	0,225546142	0,046750262	0,115220601	0,112927579	0,277355859
228	0,03730433	0,092874145	0,090934527	0,225595105	0,046549278	0,115279914	0,112882471	0,27858023
229	0,036990369	0,092542756	0,090524841	0,225672429	0,046343058	0,115326215	0,112822374	0,279777957
230	0,036683218	0,092224624	0,090127095	0,225778971	0,046131612	0,115359228	0,112747173	0,280948079
231	0,036382898	0,091919916	0,089741535	0,225915547	0,045914963	0,115378695	0,11265678	0,282089667
232	0,036089424	0,09162878	0,089368386	0,226082937	0,045693141	0,115384375	0,112551129	0,283201828
233	0,035802801	0,091351342	0,089007855	0,226281878	0,045466186	0,11537605	0,112430181	0,284283707
234	0,035523025	0,091087708	0,088660123	0,226513066	0,045234149	0,115353518	0,112293919	0,285334491
235	0,035250083	0,090837963	0,088325355	0,226777149	0,04499709	0,115316601	0,112142352	0,286353406
236	0,034983952	0,09060217	0,088003692	0,227074732	0,044755077	0,115265141	0,111975512	0,287339725
237	0,034724603	0,090380372	0,087695251	0,227406369	0,044508187	0,115198998	0,111793455	0,288292763
238	0,034471995	0,090172586	0,087400132	0,227772567	0,044256509	0,115118059	0,111596264	0,289211887
239	0,03422608	0,089978812	0,087118409	0,228173779	0,044000137	0,11502223	0,111384042	0,290096511
240	0,033986802	0,089799024	0,086850135	0,228610408	0,043739174	0,114911441	0,111156918	0,2909461
241	0,033754095	0,089633176	0,086595341	0,229082801	0,043473732	0,114785642	0,110915042	0,29176017
242	0,033527887	0,089481198	0,086354037	0,229591254	0,043203931	0,114644809	0,11065859	0,292538294
243	0,033308098	0,089343001	0,086126208	0,230136004	0,042929897	0,11448894	0,110387756	0,293280096
244	0,033094638	0,089218471	0,085911822	0,230717233	0,042651765	0,114318055	0,110102759	0,293985258
245	0,032887412	0,089107473	0,085710821	0,231335066	0,042369673	0,1141322	0,109803837	0,294653518
246	0,032686317	0,089009852	0,085523128	0,231989571	0,042083771	0,11393144	0,109491249	0,295284672
247	0,032491245	0,08892543	0,085348646	0,232680758	0,041794209	0,113715866	0,109165273	0,295878574
248	0,032302078	0,08885401	0,085187255	0,233408578	0,041501146	0,113485591	0,108826206	0,296435136
249	0,032118695	0,088795373	0,085038817	0,234172924	0,041204746	0,113240751	0,108474365	0,29695433
250	0,031940968	0,088749282	0,084903174	0,234973632	0,040905176	0,112981503	0,10811008	0,297436186
251	0,031768763	0,088715477	0,084780149	0,235810481	0,040602609	0,112708027	0,107733701	0,297880794
252	0,031601941	0,088693684	0,084669546	0,236683189	0,040297222	0,112420524	0,107345592	0,298288302
253	0,031440359	0,088683607	0,084571152	0,237591421	0,039989193	0,112119218	0,10694613	0,298658919
254	0,031283869	0,088684935	0,084484737	0,238534785	0,039678706	0,11180435	0,106535709	0,29899291
255	0,031132319	0,088697339	0,084410053	0,239512831	0,039365945	0,111476184	0,106114731	0,299290597
256	0,030985553	0,088720473	0,084346839	0,240525059	0,039051098	0,111135001	0,105683614	0,299552362
257	0,030843412	0,088753978	0,084294817	0,241570912	0,038734354	0,110781103	0,105242783	0,29977864
258	0,030705734	0,08879748	0,084253694	0,242649785	0,038415903	0,110414809	0,104792673	0,299969922
259	0,030572354	0,088850591	0,084223166	0,243761018	0,038095935	0,110036452	0,10433373	0,300126752
260	0,030443106	0,088912911	0,084202915	0,244903907	0,037774643	0,109646387	0,103866403	0,300249727
261	0,030317821	0,088984026	0,084192612	0,246077698	0,037452217	0,109244979	0,103391152	0,300339494
262	0,030196329	0,089063516	0,084191916	0,247281591	0,037128849	0,108832611	0,102908438	0,300396749
263	0,030078458	0,089150948	0,084200477	0,248514745	0,036804729	0,108409678	0,10241873	0,300422235
264	0,029964038	0,08924588	0,084217936	0,249776275	0,036480045	0,107976587	0,101922497	0,300416742
265	0,029852894	0,089347864	0,084243926	0,25106526	0,036154985	0,107533757	0,101420213	0,300381101
266	0,029744857	0,089456446	0,084278071	0,252380737	0,035829734	0,107081618	0,100912351	0,300316186
267	0,029639752	0,089571164	0,08431999	0,253721712	0,035504476	0,106620609	0,100399387	0,30022291
268	0,02953741	0,089691553	0,084369296	0,255087158	0,035179391	0,106151177	0,099881794	0,300102221
269	0,029437661	0,089817144	0,084425598	0,256476015	0,034854657	0,105673777	0,099360045	0,299955103
270	0,029340335	0,089947466	0,084488499	0,257887199	0,034530448	0,105188869	0,098834611	0,299782574
271	0,029245264	0,090082046	0,084557602	0,259319597	0,034206936	0,10469692	0,098305957	0,299585677
272	0,029152285	0,09022041	0,084632506	0,260772075	0,033884288	0,1041984	0,097774548	0,299365487
273	0,029061233	0,090362087	0,084712808	0,262243478	0,033562668	0,103693782	0,097240842	0,299123102
274	0,028971949	0,090506605	0,084798106	0,263732635	0,033242234	0,103183541	0,096705291	0,29885964
275	0,028884272	0,090653494	0,084887998	0,265238356	0,032923141	0,102668153	0,096168344	0,298576242
276	0,02879805	0,090802289	0,084982081	0,26675944	0,032605541	0,102148095	0,095630439	0,298274065
277	0,028713129	0,090952529	0,085079955	0,268294676	0,032289577	0,101623842	0,09509201	0,297954281
