	C	CTT	CRTT	CD	DC	DTT	DRTT	DD
472	0,006770105	0,051332657	0,046888982	0,352595639	0,008194596	0,061380511	0,056093806	0,416743704
473	0,006727689	0,051280437	0,046802562	0,353796204	0,008110295	0,061068409	0,055762669	0,416451737
474	0,006685836	0,051229692	0,046718571	0,355012133	0,008026587	0,060754809	0,055431821	0,416140552
475	0,006644523	0,051180264	0,046636872	0,356242485	0,007943492	0,060439878	0,055101414	0,415811072
476	0,006603724	0,051131994	0,04655733	0,357486315	0,007861028	0,060123781	0,0547716	0,415464229
477	0,006563415	0,051084729	0,046479808	0,358742674	0,007779211	0,059806682	0,054442524	0,415100956
478	0,006523574	0,051038315	0,046404175	0,360010614	0,007698059	0,059488743	0,054114328	0,414722192
479	0,006484177	0,050992604	0,046330298	0,361289186	0,007617586	0,059170123	0,053787149	0,414328877
480	0,006445203	0,050947449	0,046258048	0,362577444	0,007537807	0,058850979	0,053461121	0,413921951
481	0,006406629	0,050902705	0,046187297	0,363874444	0,007458735	0,058531465	0,053136371	0,413502353
482	0,006368435	0,050858234	0,046117919	0,365179248	0,007380384	0,058211734	0,052813025	0,413071021
483	0,006330601	0,050813898	0,046049792	0,366490921	0,007302764	0,057891934	0,052491201	0,412628889
484	0,006293107	0,050769563	0,045982793	0,367808537	0,007225887	0,057572212	0,052171017	0,412176884
485	0,006255935	0,0507251	0,045916804	0,369131177	0,007149763	0,05725271	0,051852582	0,41171593
486	0,006219065	0,050680381	0,045851708	0,370457931	0,007074401	0,056933568	0,051536003	0,411246942
487	0,006182481	0,050635285	0,045787392	0,3717879	0,006999809	0,056614922	0,051221382	0,410770828
488	0,006146166	0,050589693	0,045723745	0,373120192	0,006925995	0,056296906	0,050908817	0,410288487
489	0,006110102	0,05054349	0,045660657	0,374453931	0,006852965	0,055979647	0,0505984	0,409800807
490	0,006074276	0,050496565	0,045598024	0,375788252	0,006780725	0,055663272	0,05029022	0,409308666
491	0,006038671	0,05044881	0,045535743	0,377122303	0,006709281	0,055347902	0,049984362	0,408812929
492	0,006003273	0,050400123	0,045473712	0,378455244	0,006638636	0,055033656	0,049680906	0,40831445
493	0,005968069	0,050350404	0,045411834	0,379786254	0,006568796	0,054720648	0,049379926	0,407814068
494	0,005933045	0,050299559	0,045350016	0,381114523	0,006499761	0,054408988	0,049081496	0,407312611
495	0,005898189	0,050247496	0,045288165	0,382439259	0,006431536	0,054098783	0,048785682	0,40681089
496	0,00586349	0,050194128	0,045226193	0,383759685	0,006364121	0,053790135	0,048492547	0,406309701
497	0,005828934	0,050139373	0,045164013	0,385075042	0,006297518	0,053483142	0,048202151	0,405809827
498	0,005794513	0,050083151	0,045101542	0,386384586	0,006231727	0,053177901	0,047914549	0,405312031
499	0,005760215	0,050025386	0,0450387	0,387687593	0,006166748	0,052874501	0,047629793	0,404817064
500	0,005726031	0,049966008	0,04497541	0,388983354	0,00610258	0,052573029	0,047347931	0,404325657
501	0,005691952	0,049904949	0,044911597	0,390271178	0,006039221	0,05227357	0,047069006	0,403838526
502	0,005657969	0,049842146	0,044847189	0,391550395	0,005976671	0,051976201	0,04679306	0,403356368
503	0,005624075	0,049777539	0,044782117	0,39282035	0,005914926	0,051680999	0,046520129	0,402879865
504	0,005590261	0,049711071	0,044716316	0,394080408	0,005853985	0,051388036	0,046250246	0,402409678
505	0,00555652	0,049642691	0,04464972	0,395329951	0,005793843	0,051097378	0,045983443	0,401946454
506	0,005522846	0,049572349	0,044582269	0,396568382	0,005734497	0,050809091	0,045719746	0,401490819
507	0,005489232	0,0495	0,044513906	0,397795121	0,005675942	0,050523235	0,04545918	0,401043383
508	0,005455674	0,049425603	0,044444574	0,399009605	0,005618176	0,050239868	0,045201764	0,400604736
509	0,005422164	0,049349118	0,04437422	0,400211293	0,005561192	0,049959043	0,044947517	0,400175452
510	0,005388699	0,049270511	0,044302794	0,401399659	0,005504985	0,04968081	0,044696455	0,399756087
511	0,005355275	0,049189749	0,044230247	0,402574198	0,00544955	0,049405216	0,044448589	0,399347176
512	0,005321885	0,049106805	0,044156533	0,403734421	0,005394881	0,049132304	0,04420393	0,39894924
513	0,005288528	0,049021651	0,04408161	0,404879858	0,005340972	0,048862116	0,043962483	0,398562781
514	0,0052552	0,048934266	0,044005435	0,406010058	0,005287817	0,048594687	0,043724255	0,398188282
515	0,005221896	0,048844629	0,043927971	0,407124587	0,005235408	0,048330052	0,043489246	0,39782621
516	0,005188616	0,048752724	0,043849181	0,408223027	0,005183739	0,048068243	0,043257458	0,397477013
517	0,005155356	0,048658536	0,043769029	0,409304979	0,005132803	0,047809286	0,043028887	0,397141124
518	0,005122114	0,048562054	0,043687485	0,410370062	0,005082592	0,047553208	0,042803529	0,396818958
519	0,005088888	0,048463268	0,043604517	0,41141791	0,005033098	0,04730003	0,042581377	0,396510911
520	0,005055676	0,048362173	0,043520097	0,412448175	0,004984315	0,047049773	0,042362424	0,396217367
521	0,005022478	0,048258763	0,043434199	0,413460525	0,004936233	0,046802453	0,042146658	0,395938689
522	0,004989293	0,048153038	0,043346799	0,414454644	0,004888846	0,046558086	0,041934067	0,395675227
523	0,004956118	0,048044997	0,043257874	0,415430232	0,004842144	0,046316683	0,041724638	0,395427314
524	0,004922955	0,047934644	0,043167403	0,416387006	0,00479612	0,046078253	0,041518353	0,395195266
525	0,004889802	0,047821982	0,043075368	0,417324696	0,004750765	0,045842806	0,041315197	0,394979385
526	0,00485666	0,047707019	0,04298175	0,418243049	0,00470607	0,045610345	0,04111515	0,394779958
527	0,004823527	0,047589763	0,042886535	0,419141827	0,004662027	0,045380873	0,040918192	0,394597256
528	0,004790406	0,047470224	0,042789709	0,420020805	0,004618628	0,045154392	0,0407243	0,394431536
529	0,004757295	0,047348416	0,042691259	0,420879774	0,004575862	0,0449309	0,040533453	0,394283041
530	0,004724196	0,047224351	0,042591174	0,421718538	0,004533722	0,044710395	0,040345625	0,394151998
531	0,00469111	0,047098046	0,042489444	0,422536916	0,004492199	0,044492872	0,04016079	0,394038623
532	0,004658036	0,046969518	0,042386063	0,42333474	0,004451283	0,044278323	0,039978923	0,393943114
533	0,004624977	0,046838784	0,042281024	0,424111854	0,004410966	0,04406674	0,039799994	0,39386566
534	0,004591933	0,046705866	0,04217432	0,424868117	0,004371238	0,043858114	0,039623976	0,393806435
535	0,004558906	0,046570785	0,042065949	0,425603399	0,004332091	0,043652433	0,039450837	0,393765599
536	0,004525898	0,046433563	0,041955908	0,426317585	0,004293516	0,043449682	0,039280547	0,393743301
537	0,004492909	0,046294224	0,041844196	0,427010569	0,004255503	0,043249849	0,039113074	0,393739676
538	0,004459941	0,046152795	0,041730811	0,427682259	0,004218044	0,043052915	0,038948386	0,393754849
539	0,004426997	0,0460093	0,041615757	0,428332574	0,00418113	0,042858865	0,038786447	0,39378893
540	0,004394077	0,045863768	0,041499034	0,428961447	0,004144751	0,042667679	0,038627225	0,39384202
541	0,004361185	0,045716226	0,041380646	0,429568818	0,004108898	0,042479337	0,038470683	0,393914207
542	0,004328321	0,045566704	0,041260598	0,430154641	0,004073564	0,042293818	0,038316787	0,394005568
543	0,004295489	0,045415233	0,041138894	0,43071888	0,004038738	0,042111099	0,038165498	0,394116169
544	0,004262689	0,045261843	0,041015542	0,431261511	0,004004411	0,041931158	0,038016781	0,394246065
545	0,004229925	0,045106567	0,040890549	0,431782517	0,003970576	0,041753968	0,037870597	0,3943953
546	0,004197199	0,044949437	0,040763923	0,432281896	0,003937223	0,041579506	0,037726908	0,394563907
547	0,004164513	0,044790486	0,040635673	0,432759653	0,003904343	0,041407745	0,037585675	0,394751912
548	0,00413187	0,044629749	0,040505811	0,433215802	0,003871928	0,041238656	0,037446858	0,394959325
549	0,004099272	0,04446726	0,040374346	0,433650369	0,00383997	0,041072213	0,037310418	0,395186152
550	0,004066721	0,044303056	0,040241291	0,43406339	0,003808458	0,040908385	0,037176314	0,395432385
551	0,00403422	0,044137171	0,040106659	0,434454907	0,003777386	0,040747144	0,037044505	0,395698008
552	0,004001771	0,043969642	0,039970464	0,434824974	0,003746744	0,040588458	0,036914951	0,395982996
553	0,003969378	0,043800507	0,039832719	0,435173654	0,003716525	0,040432296	0,036787608	0,396287313
554	0,003937043	0,043629802	0,03969344	0,435501016	0,003686719	0,040278627	0,036662436	0,396610916
555	0,003904768	0,043457566	0,039552644	0,435807143	0,003657319	0,040127417	0,036539392	0,396953751
556	0,003872557	0,043283837	0,039410346	0,436092121	0,003628316	0,039978634	0,036418434	0,397315755
557	0,003840411	0,043108653	0,039266564	0,436356047	0,003599702	0,039832244	0,036299518	0,397696859
558	0,003808335	0,042932054	0,039121317	0,436599028	0,00357147	0,039688213	0,036182601	0,398096982
559	0,003776329	0,042754079	0,038974622	0,436821177	0,003543611	0,039546505	0,036067641	0,398516036
560	0,003744398	0,042574767	0,038826501	0,437022614	0,003516118	0,039407086	0,035954592	0,398953925
561	0,003712543	0,042394158	0,038676971	0,437203471	0,003488982	0,039269919	0,035843412	0,399410543
562	0,003680769	0,042212293	0,038526055	0,437363884	0,003462196	0,039134969	0,035734056	0,399885778
563	0,003649077	0,042029211	0,038373774	0,437503999	0,003435753	0,0390022	0,03562648	0,400379507
564	0,00361747	0,041844953	0,038220149	0,437623968	0,003409644	0,038871574	0,035520639	0,400891603
565	0,003585951	0,041659561	0,038065203	0,437723953	0,003383863	0,038743053	0,035416489	0,401421927
566	0,003554523	0,041473073	0,03790896	0,437804122	0,003358402	0,038616601	0,035313985	0,401970334
567	0,003523188	0,041285533	0,037751442	0,437864649	0,003333254	0,038492179	0,035213082	0,402536672
568	0,00349195	0,04109698	0,037592675	0,437905719	0,003308411	0,03836975	0,035113736	0,40312078
569	0,003460811	0,040907456	0,037432682	0,43792752	0,003283867	0,038249274	0,035015901	0,403722489
570	0,003429774	0,040717002	0,037271489	0,43793025	0,003259614	0,038130714	0,034919532	0,404341625
571	0,003398841	0,04052566	0,037109122	0,437914114	0,003235646	0,03801403	0,034824584	0,404978003
572	0,003368016	0,04033347	0,036945607	0,437879323	0,003211956	0,037899183	0,034731011	0,405631434
573	0,003337301	0,040140474	0,036780971	0,437826095	0,003188537	0,037786133	0,034638769	0,40630172
574	0,003306699	0,039946713	0,03661524	0,437754655	0,003165382	0,037674842	0,034547813	0,406988655
575	0,003276212	0,03975223	0,036448443	0,437665235	0,003142485	0,03756527	0,034458096	0,407692028
576	0,003245843	0,039557064	0,036280608	0,437558074	0,00311984	0,037457377	0,034369574	0,408411619
577	0,003215596	0,039361258	0,036111763	0,437433417	0,00309744	0,037351123	0,034282202	0,409147203
578	0,003185471	0,039164852	0,035941937	0,437291516	0,003075279	0,037246467	0,034195934	0,409898545
579	0,003155473	0,038967888	0,035771159	0,437132628	0,00305335	0,037143371	0,034110725	0,410665405
580	0,003125603	0,038770408	0,035599459	0,436957019	0,003031648	0,037041794	0,03402653	0,411447538
581	0,003095865	0,038572451	0,035426868	0,43676496	0,003010167	0,036941696	0,033943305	0,412244689
582	0,00306626	0,038374059	0,035253415	0,436556728	0,002988901	0,036843036	0,033861004	0,413056598
583	0,003036791	0,038175272	0,035079131	0,436332606	0,002967844	0,036745774	0,033779583	0,413882998
584	0,003007461	0,037976132	0,034904048	0,436092884	0,00294699	0,03664987	0,033698997	0,414723617
585	0,002978273	0,037776679	0,034728197	0,435837858	0,002926334	0,036555284	0,033619203	0,415578173
586	0,002949228	0,037576953	0,03455161	0,435567828	0,00290587	0,036461976	0,033540154	0,416446382
587	0,002920329	0,037376994	0,034374319	0,435283103	0,002885593	0,036369905	0,033461808	0,41732795
588	0,002891578	0,037176842	0,034196356	0,434983994	0,002865498	0,036279031	0,033384121	0,418222579
589	0,002862978	0,036976538	0,034017754	0,434670822	0,002845579	0,036189314	0,033307048	0,419129966
590	0,002834532	0,036776121	0,033838545	0,43434391	0,002825832	0,036100715	0,033230548	0,420049798
591	0,00280624	0,036575629	0,033658764	0,434003588	0,002806251	0,036013193	0,033154575	0,42098176
592	0,002778106	0,036375103	0,033478443	0,433650191	0,002786831	0,035926708	0,033079089	0,421925529
593	0,002750131	0,036174582	0,033297615	0,43328406	0,002767568	0,03584122	0,033004045	0,422880778
594	0,002722319	0,035974103	0,033116315	0,432905539	0,002748457	0,035756691	0,032929402	0,423847174
595	0,00269467	0,035773706	0,032934577	0,43251498	0,002729493	0,035673081	0,032855118	0,424824376
596	0,002667187	0,035573428	0,032752433	0,432112737	0,002710673	0,03559035	0,032781151	0,425812041
597	0,002639873	0,035373308	0,03256992	0,431699171	0,00269199	0,03550846	0,03270746	0,426809819
598	0,002612728	0,035173382	0,032387071	0,431274646	0,002673442	0,035427371	0,032634004	0,427817357
599	0,002585755	0,034973688	0,03220392	0,430839531	0,002655024	0,035347045	0,032560742	0,428834294
600	0,002558957	0,034774264	0,032020502	0,430394201	0,002636732	0,035267443	0,032487636	0,429860266
601	0,002532333	0,034575145	0,031836852	0,429939032	0,002618561	0,035188528	0,032414644	0,430894904
602	0,002505888	0,034376367	0,031653004	0,429474407	0,002600509	0,03511026	0,032341729	0,431937836
603	0,002479622	0,034177968	0,031468993	0,429000711	0,00258257	0,035032603	0,03226885	0,432988682
604	0,002453536	0,033979981	0,031284854	0,428518333	0,002564742	0,03495552	0,032195971	0,434047062
605	0,002427634	0,033782442	0,031100622	0,428027667	0,002547021	0,034878972	0,032123054	0,435112589
606	0,002401916	0,033585386	0,03091633	0,427529107	0,002529403	0,034802922	0,032050062	0,436184873
607	0,002376383	0,033388847	0,030732015	0,427023055	0,002511885	0,034727336	0,031976957	0,437263522
608	0,002351038	0,033192859	0,030547709	0,426509911	0,002494464	0,034652175	0,031903705	0,438348138
609	0,002325882	0,032997454	0,030363449	0,425990081	0,002477136	0,034577405	0,03183027	0,439438322
610	0,002300916	0,032802667	0,030179268	0,425463972	0,002459899	0,03450299	0,031756618	0,44053367
611	0,002276142	0,03260853	0,029995201	0,424931995	0,002442748	0,034428895	0,031682714	0,441633776
612	0,002251561	0,032415073	0,029811281	0,424394561	0,002425683	0,034355085	0,031608525	0,442738232
613	0,002227173	0,03222233	0,029627543	0,423852085	0,002408699	0,034281525	0,031534019	0,443846626
614	0,002202982	0,032030331	0,02944402	0,423304982	0,002391793	0,034208183	0,031459164	0,444958547
615	0,002178986	0,031839105	0,029260746	0,422753668	0,002374964	0,034135024	0,031383928	0,446073578
616	0,002155188	0,031648685	0,029077755	0,422198564	0,002358209	0,034062015	0,031308281	0,447191303
617	0,002131589	0,031459097	0,028895079	0,421640086	0,002341526	0,033989125	0,031232194	0,448311303
618	0,00210819	0,031270372	0,028712751	0,421078657	0,002324911	0,03391632	0,031155638	0,44943316
619	0,002084991	0,031082538	0,028530804	0,420514695	0,002308364	0,03384357	0,031078585	0,450556454
620	0,002061993	0,030895622	0,02834927	0,419948622	0,002291881	0,033770843	0,031001007	0,451680762
621	0,002039197	0,030709651	0,028168181	0,419380857	0,002275461	0,033698109	0,030922879	0,452805664
622	0,002016605	0,030524652	0,027987569	0,418811822	0,002259102	0,033625338	0,030844175	0,453930738
623	0,001994215	0,03034065	0,027807463	0,418241935	0,002242802	0,033552501	0,030764871	0,455055562
624	0,00197203	0,030157671	0,027627897	0,417671616	0,002226559	0,033479568	0,030684942	0,456179717
625	0,00195005	0,02997574	0,027448898	0,41710128	0,002210372	0,033406512	0,030604366	0,457302782
626	0,001928275	0,029794879	0,027270498	0,416531345	0,00219424	0,033333305	0,030523122	0,458424336
627	0,001906705	0,029615113	0,027092726	0,415962225	0,00217816	0,033259919	0,030441188	0,459543964
628	0,001885341	0,029436464	0,026915611	0,415394331	0,002162131	0,03318633	0,030358545	0,460661247
629	0,001864184	0,029258953	0,02673918	0,414828073	0,002146153	0,03311251	0,030275174	0,461775773
630	0,001843233	0,029082602	0,026563463	0,414263859	0,002130224	0,033038434	0,030191057	0,462887128
631	0,001822489	0,028907432	0,026388487	0,413702091	0,002114343	0,032964079	0,030106177	0,463994902
632	0,001801952	0,028733462	0,026214278	0,413143172	0,002098509	0,03288942	0,030020518	0,46509869
633	0,001781621	0,02856071	0,026040862	0,412587499	0,00208272	0,032814435	0,029934066	0,466198087
634	0,001761497	0,028389196	0,025868266	0,412035464	0,002066978	0,032739101	0,029846806	0,467292692
635	0,00174158	0,028218937	0,025696514	0,411487457	0,002051279	0,032663396	0,029758727	0,46838211
636	0,00172187	0,028049949	0,02552563	0,410943864	0,002035625	0,032587299	0,029669815	0,469465947
637	0,001702366	0,027882249	0,02535564	0,410405064	0,002020014	0,032510791	0,029580061	0,470543815
638	0,001683069	0,027715852	0,025186564	0,409871432	0,002004446	0,032433851	0,029489456	0,47161533
639	0,001663977	0,027550772	0,025018427	0,409343337	0,001988921	0,032356462	0,02939799	0,472680114
640	0,001645091	0,027387023	0,02485125	0,408821146	0,001973438	0,032278604	0,029305655	0,473737793
641	0,00162641	0,027224618	0,024685054	0,408305214	0,001957997	0,032200261	0,029212447	0,474787999
642	0,001607933	0,027063569	0,024519859	0,407795895	0,001942597	0,032121417	0,029118359	0,475830371
643	0,001589661	0,026903887	0,024355686	0,407293534	0,00192724	0,032042055	0,029023386	0,476864551
644	0,001571592	0,026745584	0,024192552	0,406798469	0,001911924	0,031962162	0,028927527	0,477890191
645	0,001553726	0,026588668	0,024030476	0,406311033	0,00189665	0,031881722	0,028830778	0,478906947
646	0,001536062	0,026433148	0,023869476	0,405831551	0,001881418	0,031800722	0,028733139	0,479914484
647	0,001518599	0,026279034	0,023709569	0,405360338	0,001866228	0,031719151	0,028634609	0,480912473
648	0,001501337	0,026126331	0,02355077	0,404897705	0,00185108	0,031636995	0,028535189	0,481900592
649	0,001484274	0,025975048	0,023393094	0,404443953	0,001835975	0,031554245	0,028434882	0,482878529
650	0,00146741	0,025825189	0,023236556	0,403999374	0,001820913	0,031470891	0,02833369	0,483845977
651	0,001450744	0,025676759	0,023081169	0,403564253	0,001805894	0,031386922	0,028231618	0,48480264
652	0,001434275	0,025529764	0,022926947	0,403138866	0,001790919	0,031302331	0,02812867	0,485748228
653	0,001418001	0,025384205	0,022773901	0,40272348	0,001775989	0,031217109	0,028024852	0,486682463
654	0,001401921	0,025240086	0,022622043	0,402318352	0,001761104	0,031131251	0,027920172	0,487605072
655	0,001386035	0,025097409	0,022471383	0,401923731	0,001746265	0,031044749	0,027814636	0,488515794
656	0,00137034	0,024956174	0,02232193	0,401539855	0,001731471	0,030957599	0,027708255	0,489414375
657	0,001354837	0,024816383	0,022173695	0,401166954	0,001716725	0,030869795	0,027601037	0,490300574
658	0,001339523	0,024678033	0,022026684	0,400805248	0,001702027	0,030781335	0,027492993	0,491174157
659	0,001324397	0,024541126	0,021880905	0,400454946	0,001687377	0,030692216	0,027384134	0,492034899
660	0,001309458	0,024405657	0,021736365	0,400116247	0,001672777	0,030602434	0,027274474	0,492882588
661	0,001294704	0,024271625	0,02159307	0,39978934	0,001658227	0,030511989	0,027164024	0,493717019
662	0,001280134	0,024139027	0,021451025	0,399474405	0,001643729	0,030420881	0,0270528	0,494538001
663	0,001265746	0,024007857	0,021310233	0,399171609	0,001629282	0,030329108	0,026940814	0,49534535
664	0,001251539	0,023878112	0,021170699	0,39888111	0,001614889	0,030236673	0,026828084	0,496138894
665	0,001237511	0,023749786	0,021032424	0,398603056	0,00160055	0,030143577	0,026714625	0,496918471
666	0,00122366	0,023622872	0,020895413	0,398337583	0,001586266	0,030049821	0,026600454	0,497683931
667	0,001209986	0,023497364	0,020759665	0,398084816	0,001572038	0,02995541	0,026485588	0,498435133
668	0,001196486	0,023373254	0,020625181	0,397844872	0,001557867	0,029860346	0,026370046	0,499171948
669	0,001183158	0,023250534	0,020491961	0,397617853	0,001543755	0,029764635	0,026253846	0,499894258
670	0,001170002	0,023129196	0,020360004	0,397403854	0,001529702	0,029668281	0,026137007	0,500601955
671	0,001157014	0,023009229	0,02022931	0,397202956	0,001515709	0,02957129	0,02601955	0,501294942
672	0,001144194	0,022890624	0,020099875	0,397015232	0,001501778	0,029473669	0,025901495	0,501973133
673	0,001131539	0,022773371	0,019971697	0,396840743	0,001487909	0,029375424	0,025782862	0,502636455
674	0,001119048	0,022657458	0,019844773	0,396679538	0,001474104	0,029276563	0,025663673	0,503284842
675	0,001106719	0,022542873	0,019719099	0,396531658	0,001460364	0,029177095	0,02554395	0,503918242
676	0,001094551	0,022429605	0,019594669	0,396397131	0,001446689	0,029077028	0,025423715	0,504536612
677	0,00108254	0,022317641	0,019471479	0,396275975	0,001433082	0,028976372	0,02530299	0,505139922
678	0,001070686	0,022206967	0,019349523	0,396168199	0,001419542	0,028875136	0,025181798	0,505728149
679	0,001058986	0,02209757	0,019228795	0,3960738	0,001406072	0,028773332	0,025060162	0,506301283
680	0,001047439	0,021989436	0,019109288	0,395992765	0,001392671	0,028670969	0,024938106	0,506859326
681	0,001036043	0,02188255	0,018990994	0,39592507	0,001379342	0,02856806	0,024815653	0,507402288
682	0,001024795	0,021776898	0,018873905	0,395870684	0,001366086	0,028464616	0,024692828	0,507930188
683	0,001013694	0,021672464	0,018758013	0,395829563	0,001352902	0,028360651	0,024569653	0,50844306
684	0,001002739	0,021569232	0,01864331	0,395801654	0,001339793	0,028256176	0,024446154	0,508940943
685	0,000991926	0,021467186	0,018529785	0,395786896	0,00132676	0,028151205	0,024322355	0,509423888
686	0,000981255	0,021366311	0,018417429	0,395785216	0,001313802	0,028045751	0,024198279	0,509891957
687	0,000970722	0,021266588	0,018306233	0,395796534	0,001300923	0,027939829	0,024073951	0,510345219
688	0,000960328	0,021168003	0,018196185	0,39582076	0,001288121	0,027833454	0,023949397	0,510783754
689	0,000950068	0,021070536	0,018087274	0,395857795	0,001275398	0,027726639	0,02382464	0,51120765
690	0,000939942	0,02097417	0,01797949	0,395907532	0,001262756	0,027619399	0,023699704	0,511617006
691	0,000929947	0,020878889	0,01787282	0,395969854	0,001250195	0,027511751	0,023574614	0,512011928
692	0,000920083	0,020784673	0,017767253	0,396044639	0,001237715	0,02740371	0,023449395	0,512392531
693	0,000910346	0,020691506	0,017662777	0,396131753	0,001225318	0,027295291	0,02332407	0,512758939
694	0,000900735	0,020599367	0,017559379	0,396231057	0,001213005	0,027186511	0,023198664	0,513111282
695	0,000891247	0,02050824	0,017457046	0,396342404	0,001200776	0,027077386	0,023073201	0,5134497
696	0,000881882	0,020418105	0,017355765	0,396465639	0,001188632	0,026967932	0,022947703	0,513774342
697	0,000872638	0,020328944	0,017255523	0,3966006	0,001176573	0,026858166	0,022822196	0,51408536
698	0,000863512	0,020240738	0,017156308	0,396747119	0,001164601	0,026748105	0,022696701	0,514382917
699	0,000854502	0,020153468	0,017058104	0,39690502	0,001152716	0,026637766	0,022571243	0,514667181
700	0,000845607	0,020067115	0,016960898	0,397074122	0,001140918	0,026527166	0,022445844	0,514938329
701	0,000836825	0,01998166	0,016864677	0,397254239	0,001129209	0,026416322	0,022320527	0,515196541
702	0,000828155	0,019897085	0,016769426	0,397445176	0,001117588	0,026305251	0,022195313	0,515442006
703	0,000819594	0,019813369	0,016675131	0,397646735	0,001106057	0,026193971	0,022070226	0,515674917
704	0,00081114	0,019730495	0,016581778	0,397858712	0,001094616	0,026082499	0,021945286	0,515895474
705	0,000802793	0,019648442	0,016489353	0,398080898	0,001083264	0,025970852	0,021820515	0,516103883
706	0,00079455	0,019567194	0,01639784	0,398313079	0,001072004	0,025859048	0,021695933	0,516300353
707	0,000786409	0,019486729	0,016307226	0,398555037	0,001060834	0,025747105	0,021571562	0,516485098
708	0,000778369	0,01940703	0,016217496	0,39880655	0,001049756	0,025635038	0,021447421	0,51665834
709	0,000770429	0,019328078	0,016128635	0,399067391	0,00103877	0,025522866	0,021323531	0,516820301
710	0,000762586	0,019249854	0,016040629	0,399337331	0,001027875	0,025410607	0,02119991	0,516971209
711	0,000754838	0,019172341	0,015953463	0,399616135	0,001017073	0,025298276	0,021076578	0,517111296
712	0,000747186	0,019095518	0,015867122	0,399903567	0,001006364	0,025185892	0,020953553	0,517240798
713	0,000739626	0,019019369	0,015781593	0,400199388	0,000995747	0,02507347	0,020830854	0,517359953
714	0,000732157	0,018943875	0,01569686	0,400503356	0,000985223	0,024961029	0,020708497	0,517469003
715	0,000724778	0,018869018	0,01561291	0,400815225	0,000974792	0,024848585	0,020586501	0,517568192
716	0,000717487	0,018794781	0,015529726	0,401134749	0,000964453	0,024736154	0,020464882	0,517657767
717	0,000710283	0,018721146	0,015447296	0,401461679	0,000954209	0,024623753	0,020343657	0,517737978
718	0,000703164	0,018648095	0,015365605	0,401795765	0,000944057	0,024511398	0,020222841	0,517809075
719	0,000696129	0,018575613	0,015284639	0,402136754	0,000933998	0,024399105	0,020102449	0,517871312
720	0,000689177	0,01850368	0,015204384	0,402484394	0,000924033	0,02428689	0,019982498	0,517924944
721	0,000682305	0,018432282	0,015124825	0,402838431	0,00091416	0,024174769	0,019863001	0,517970227
722	0,000675513	0,018361401	0,015045949	0,403198609	0,000904381	0,024062758	0,019743972	0,518007417
723	0,000668799	0,018291022	0,014967743	0,403564673	0,000894694	0,023950871	0,019625425	0,518036773
724	0,000662162	0,018221128	0,014890192	0,403936368	0,000885101	0,023839123	0,019507373	0,518058554
725	0,000655601	0,018151703	0,014813283	0,404313436	0,000875599	0,023727531	0,019389829	0,518073018
726	0,000649114	0,018082733	0,014737003	0,404695623	0,00086619	0,023616107	0,019272804	0,518080425
727	0,000642701	0,018014201	0,014661338	0,405082672	0,000856874	0,023504867	0,019156311	0,518081036
728	0,000636359	0,017946094	0,014586276	0,405474328	0,000847649	0,023393825	0,019040361	0,518075108
729	0,000630088	0,017878396	0,014511804	0,405870336	0,000838516	0,023282994	0,018924964	0,518062902
730	0,000623886	0,017811093	0,014437909	0,406270443	0,000829474	0,023172388	0,018810131	0,518044675
731	0,000617753	0,017744171	0,014364578	0,406674395	0,000820523	0,02306202	0,018695872	0,518020686
732	0,000611687	0,017677616	0,0142918	0,407081941	0,000811663	0,022951904	0,018582197	0,517991192
733	0,000605687	0,017611415	0,014219561	0,40749283	0,000802893	0,022842052	0,018469113	0,517956448
734	0,000599752	0,017545554	0,014147851	0,407906812	0,000794213	0,022732477	0,01835663	0,51791671
735	0,000593881	0,017480021	0,014076657	0,408323641	0,000785623	0,02262319	0,018244756	0,51787223
736	0,000588073	0,017414803	0,014005968	0,40874307	0,000777122	0,022514204	0,018133499	0,517823261
737	0,000582327	0,017349888	0,013935772	0,409164855	0,00076871	0,02240553	0,018022865	0,517770053
738	0,000576642	0,017285263	0,013866059	0,409588754	0,000760385	0,02229718	0,017912862	0,517712855
739	0,000571016	0,017220917	0,013796816	0,410014528	0,000752149	0,022189164	0,017803497	0,517651913
740	0,000565449	0,017156839	0,013728034	0,410441939	0,000743999	0,022081494	0,017694774	0,517587472
741	0,00055994	0,017093016	0,013659701	0,410870751	0,000735937	0,02197418	0,0175867	0,517519774
742	0,000554489	0,01702944	0,013591808	0,411300732	0,00072796	0,021867231	0,01747928	0,517449059
743	0,000549093	0,016966098	0,013524344	0,411731651	0,00072007	0,021760658	0,01737252	0,517375566
744	0,000543753	0,016902982	0,013457299	0,41216328	0,000712264	0,021654471	0,017266422	0,51729953
745	0,000538467	0,01684008	0,013390663	0,412595394	0,000704543	0,021548678	0,017160992	0,517221183
746	0,000533234	0,016777384	0,013324427	0,413027772	0,000696906	0,021443288	0,017056234	0,517140756
747	0,000528054	0,016714883	0,013258581	0,413460194	0,000689352	0,02133831	0,01695215	0,517058475
748	0,000522926	0,01665257	0,013193116	0,413892443	0,000681881	0,021233753	0,016848744	0,516974566
749	0,00051785	0,016590434	0,013128023	0,414324307	0,000674493	0,021129624	0,016746019	0,516889251
750	0,000512823	0,016528469	0,013063294	0,414755575	0,000667186	0,021025931	0,016643976	0,516802747
